benchmark,family,result,time,memory
exp-problem-10-3-chunk-0095,meti-tarski,sat,0.015,20.406
exp-problem-10-3-chunk-0096,meti-tarski,unsat,0.019,20.406
exp-problem-10-3-chunk-0097,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-chunk-0098,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-chunk-0099,meti-tarski,sat,0.012,20.406
exp-problem-10-3-chunk-0100,meti-tarski,sat,0.014,20.406
exp-problem-10-3-chunk-0101,meti-tarski,sat,0.014,20.406
exp-problem-10-3-chunk-0102,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-chunk-0103,meti-tarski,unsat,0.009,20.449
exp-problem-10-3-chunk-0104,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-chunk-0105,meti-tarski,sat,0.009,20.406
exp-problem-10-3-chunk-0106,meti-tarski,sat,0.015,20.406
exp-problem-10-3-chunk-0107,meti-tarski,sat,0.014,20.406
exp-problem-10-3-chunk-0108,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-chunk-0109,meti-tarski,unsat,0.014,20.445
exp-problem-10-3-chunk-0110,meti-tarski,unsat,0.013,20.406
exp-problem-10-3-chunk-0111,meti-tarski,sat,0.016,20.406
exp-problem-10-3-chunk-0112,meti-tarski,sat,0.013,20.406
exp-problem-10-3-chunk-0115,meti-tarski,sat,0.014,20.406
exp-problem-10-3-chunk-0116,meti-tarski,unsat,0.018,20.406
exp-problem-10-3-chunk-0117,meti-tarski,unsat,0.012,20.449
exp-problem-10-3-chunk-0118,meti-tarski,unsat,0.013,20.406
exp-problem-10-3-chunk-0119,meti-tarski,sat,0.012,20.406
exp-problem-10-3-chunk-0120,meti-tarski,sat,0.017,20.406
exp-problem-10-3-chunk-0121,meti-tarski,sat,0.013,20.406
exp-problem-10-3-chunk-0122,meti-tarski,unsat,0.01,20.406
exp-problem-10-3-chunk-0123,meti-tarski,sat,0.015,20.406
exp-problem-10-3-chunk-0124,meti-tarski,unsat,0.017,20.406
exp-problem-10-3-chunk-0125,meti-tarski,sat,0.009,20.406
exp-problem-10-3-chunk-0126,meti-tarski,sat,0.013,20.406
exp-problem-10-3-chunk-0127,meti-tarski,unsat,0.013,20.406
exp-problem-10-3-chunk-0128,meti-tarski,unsat,0.018,20.406
exp-problem-10-3-chunk-0129,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-chunk-0130,meti-tarski,sat,0.015,20.406
exp-problem-10-3-chunk-0131,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-chunk-0132,meti-tarski,sat,0.014,20.406
exp-problem-10-3-chunk-0133,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-chunk-0134,meti-tarski,unsat,0.01,20.406
exp-problem-10-3-chunk-0135,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-chunk-0136,meti-tarski,sat,0.012,20.406
exp-problem-10-3-chunk-0137,meti-tarski,sat,0.012,20.406
exp-problem-10-3-chunk-0138,meti-tarski,sat,0.017,20.406
exp-problem-10-3-chunk-0139,meti-tarski,sat,0.013,20.406
exp-problem-10-3-chunk-0140,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-chunk-0141,meti-tarski,sat,0.015,20.406
exp-problem-10-3-chunk-0142,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-chunk-0143,meti-tarski,sat,0.013,20.406
exp-problem-10-3-chunk-0144,meti-tarski,sat,0.018,20.406
exp-problem-10-3-chunk-0145,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-chunk-0146,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-chunk-0147,meti-tarski,sat,0.011,20.406
exp-problem-10-3-chunk-0148,meti-tarski,unsat,0.013,20.406
exp-problem-10-3-chunk-0149,meti-tarski,unsat,0.011,20.406
exp-problem-10-3-chunk-0150,meti-tarski,sat,0.013,20.406
exp-problem-10-3-chunk-0151,meti-tarski,sat,0.014,20.406
exp-problem-10-3-chunk-0152,meti-tarski,unsat,0.016,20.406
exp-problem-10-3-chunk-0153,meti-tarski,sat,0.011,20.406
exp-problem-10-3-chunk-0154,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-chunk-0155,meti-tarski,sat,0.011,20.406
exp-problem-10-3-chunk-0156,meti-tarski,sat,0.015,20.406
exp-problem-10-3-chunk-0157,meti-tarski,unsat,0.013,20.406
exp-problem-10-3-chunk-0158,meti-tarski,unsat,0.013,20.406
exp-problem-10-3-chunk-0159,meti-tarski,sat,0.016,20.406
exp-problem-10-3-chunk-0160,meti-tarski,unsat,0.018,20.406
exp-problem-10-3-chunk-0161,meti-tarski,unsat,0.03,20.711
exp-problem-10-3-chunk-0162,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-chunk-0163,meti-tarski,sat,0.014,20.406
exp-problem-10-3-chunk-0164,meti-tarski,sat,0.016,20.406
exp-problem-10-3-chunk-0165,meti-tarski,sat,0.015,20.406
exp-problem-10-3-chunk-0166,meti-tarski,unsat,0.018,20.406
exp-problem-10-3-chunk-0167,meti-tarski,unsat,0.026,20.711
exp-problem-10-3-chunk-0168,meti-tarski,sat,0.009,20.406
exp-problem-10-3-chunk-0169,meti-tarski,sat,0.014,20.406
exp-problem-10-3-chunk-0170,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-chunk-0171,meti-tarski,unsat,0.014,20.406
exp-problem-10-3-chunk-0172,meti-tarski,sat,0.012,20.406
exp-problem-10-3-chunk-0173,meti-tarski,sat,0.012,20.406
exp-problem-10-3-chunk-0174,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-chunk-0175,meti-tarski,sat,0.01,20.406
exp-problem-10-3-chunk-0176,meti-tarski,unsat,0.017,20.406
exp-problem-10-3-chunk-0177,meti-tarski,unsat,0.013,20.406
exp-problem-10-3-chunk-0178,meti-tarski,sat,0.009,20.406
exp-problem-10-3-chunk-0179,meti-tarski,sat,0.01,20.406
exp-problem-10-3-chunk-0180,meti-tarski,unsat,0.011,20.406
exp-problem-10-3-chunk-0181,meti-tarski,sat,0.018,20.406
exp-problem-10-3-chunk-0182,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-chunk-0183,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-chunk-0184,meti-tarski,sat,0.017,20.406
exp-problem-10-3-chunk-0185,meti-tarski,sat,0.02,20.406
exp-problem-10-3-chunk-0186,meti-tarski,unsat,0.013,20.406
exp-problem-10-3-chunk-0187,meti-tarski,sat,0.017,20.406
exp-problem-10-3-chunk-0188,meti-tarski,unsat,0.019,20.406
exp-problem-10-3-chunk-0189,meti-tarski,sat,0.012,20.406
exp-problem-10-3-weak-chunk-0006,meti-tarski,sat,0.017,20.406
exp-problem-10-3-weak-chunk-0007,meti-tarski,sat,0.012,20.406
exp-problem-10-3-weak-chunk-0008,meti-tarski,sat,0.013,20.406
exp-problem-10-3-weak-chunk-0009,meti-tarski,sat,0.014,20.406
exp-problem-10-3-weak-chunk-0010,meti-tarski,sat,0.013,20.406
exp-problem-10-3-weak-chunk-0011,meti-tarski,sat,0.016,20.406
exp-problem-10-3-weak-chunk-0013,meti-tarski,sat,0.013,20.406
exp-problem-10-3-weak-chunk-0014,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0015,meti-tarski,sat,0.015,20.406
exp-problem-10-3-weak-chunk-0016,meti-tarski,unsat,0.019,20.406
exp-problem-10-3-weak-chunk-0017,meti-tarski,sat,0.013,20.406
exp-problem-10-3-weak-chunk-0018,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0019,meti-tarski,sat,0.016,20.406
exp-problem-10-3-weak-chunk-0020,meti-tarski,unsat,0.01,20.406
exp-problem-10-3-weak-chunk-0021,meti-tarski,sat,0.012,20.406
exp-problem-10-3-weak-chunk-0022,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0023,meti-tarski,sat,0.017,20.406
exp-problem-10-3-weak-chunk-0024,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0025,meti-tarski,sat,0.016,20.406
exp-problem-10-3-weak-chunk-0026,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0027,meti-tarski,sat,0.014,20.406
exp-problem-10-3-weak-chunk-0028,meti-tarski,unsat,0.011,20.406
exp-problem-10-3-weak-chunk-0029,meti-tarski,sat,0.018,20.406
exp-problem-10-3-weak-chunk-0030,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0031,meti-tarski,sat,0.013,20.406
exp-problem-10-3-weak-chunk-0032,meti-tarski,unsat,0.013,20.406
exp-problem-10-3-weak-chunk-0033,meti-tarski,sat,0.014,20.406
exp-problem-10-3-weak-chunk-0034,meti-tarski,unsat,0.014,20.406
exp-problem-10-3-weak-chunk-0035,meti-tarski,sat,0.013,20.406
exp-problem-10-3-weak-chunk-0036,meti-tarski,unsat,0.017,20.406
exp-problem-10-3-weak-chunk-0038,meti-tarski,unsat,0.011,20.406
exp-problem-10-3-weak-chunk-0039,meti-tarski,unsat,0.01,20.406
exp-problem-10-3-weak-chunk-0040,meti-tarski,sat,0.011,20.406
exp-problem-10-3-weak-chunk-0041,meti-tarski,unsat,0.016,20.406
exp-problem-10-3-weak-chunk-0042,meti-tarski,unsat,0.012,20.445
exp-problem-10-3-weak-chunk-0043,meti-tarski,unsat,0.017,20.406
exp-problem-10-3-weak-chunk-0044,meti-tarski,sat,0.012,20.406
exp-problem-10-3-weak-chunk-0045,meti-tarski,sat,0.013,20.406
exp-problem-10-3-weak-chunk-0048,meti-tarski,sat,0.013,20.406
exp-problem-10-3-weak-chunk-0049,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0050,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0051,meti-tarski,sat,0.009,20.406
exp-problem-10-3-weak-chunk-0052,meti-tarski,sat,0.011,20.406
exp-problem-10-3-weak-chunk-0053,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0055,meti-tarski,unsat,0.019,20.406
exp-problem-10-3-weak-chunk-0056,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0057,meti-tarski,sat,0.01,20.406
exp-problem-10-3-weak-chunk-0058,meti-tarski,unsat,0.013,20.406
exp-problem-10-3-weak-chunk-0059,meti-tarski,unsat,0.013,20.406
exp-problem-10-3-weak-chunk-0060,meti-tarski,sat,0.011,20.406
exp-problem-10-3-weak-chunk-0061,meti-tarski,sat,0.01,20.406
exp-problem-10-3-weak-chunk-0062,meti-tarski,unsat,0.013,20.406
exp-problem-10-3-weak-chunk-0063,meti-tarski,unsat,0.013,20.406
exp-problem-10-3-weak-chunk-0064,meti-tarski,sat,0.015,20.406
exp-problem-10-3-weak-chunk-0065,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0066,meti-tarski,sat,0.014,20.406
exp-problem-10-3-weak-chunk-0068,meti-tarski,sat,0.013,20.406
exp-problem-10-3-weak-chunk-0069,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0070,meti-tarski,unsat,0.016,20.406
exp-problem-10-3-weak-chunk-0071,meti-tarski,sat,0.014,20.406
exp-problem-10-3-weak-chunk-0072,meti-tarski,sat,0.009,20.406
exp-problem-10-3-weak-chunk-0073,meti-tarski,unsat,0.017,20.406
exp-problem-10-3-weak-chunk-0074,meti-tarski,unsat,0.013,20.406
exp-problem-10-3-weak-chunk-0075,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0076,meti-tarski,sat,0.012,20.406
exp-problem-10-3-weak-chunk-0077,meti-tarski,sat,0.018,20.406
exp-problem-10-3-weak-chunk-0078,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0079,meti-tarski,sat,0.013,20.406
exp-problem-10-3-weak-chunk-0080,meti-tarski,sat,0.012,20.406
exp-problem-10-3-weak-chunk-0081,meti-tarski,unsat,0.018,20.406
exp-problem-10-3-weak-chunk-0082,meti-tarski,sat,0.021,20.406
exp-problem-10-3-weak-chunk-0083,meti-tarski,sat,0.015,20.406
exp-problem-10-3-weak-chunk-0084,meti-tarski,sat,0.018,20.406
exp-problem-10-3-weak-chunk-0085,meti-tarski,unsat,0.015,20.406
exp-problem-10-3-weak-chunk-0087,meti-tarski,unsat,0.013,20.406
exp-problem-10-3-weak-chunk-0088,meti-tarski,sat,0.014,20.406
exp-problem-10-3-weak-chunk-0089,meti-tarski,sat,0.016,20.406
exp-problem-10-3-weak-chunk-0090,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0091,meti-tarski,sat,0.012,20.406
exp-problem-10-3-weak-chunk-0092,meti-tarski,unsat,0.016,20.406
exp-problem-10-3-weak-chunk-0093,meti-tarski,sat,0.009,20.406
exp-problem-10-3-weak-chunk-0094,meti-tarski,sat,0.014,20.406
exp-problem-10-3-weak-chunk-0095,meti-tarski,unsat,0.019,20.453
exp-problem-10-3-weak-chunk-0096,meti-tarski,sat,0.019,20.453
exp-problem-10-3-weak-chunk-0097,meti-tarski,unsat,3.43,20.953
exp-problem-10-3-weak-chunk-0098,meti-tarski,sat,0.013,20.406
exp-problem-10-3-weak-chunk-0099,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0100,meti-tarski,sat,0.012,20.406
exp-problem-10-3-weak-chunk-0101,meti-tarski,unsat,0.011,20.406
exp-problem-10-3-weak-chunk-0102,meti-tarski,sat,0.018,20.406
exp-problem-10-3-weak-chunk-0103,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0104,meti-tarski,sat,0.01,20.406
exp-problem-10-3-weak-chunk-0105,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0106,meti-tarski,sat,0.013,20.406
exp-problem-10-3-weak-chunk-0107,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0108,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0109,meti-tarski,sat,0.01,20.406
exp-problem-10-3-weak-chunk-0110,meti-tarski,sat,0.012,20.406
exp-problem-10-3-weak-chunk-0111,meti-tarski,unsat,0.015,20.406
exp-problem-10-3-weak-chunk-0112,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0113,meti-tarski,sat,0.014,20.406
exp-problem-10-3-weak-chunk-0114,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0115,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0116,meti-tarski,sat,0.019,20.406
exp-problem-10-3-weak-chunk-0117,meti-tarski,sat,0.015,20.406
exp-problem-10-3-weak-chunk-0118,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0119,meti-tarski,sat,0.017,20.406
exp-problem-10-3-weak-chunk-0120,meti-tarski,unsat,0.017,20.406
exp-problem-10-3-weak-chunk-0121,meti-tarski,unsat,0.013,20.406
exp-problem-10-3-weak-chunk-0122,meti-tarski,sat,0.012,20.406
exp-problem-10-3-weak-chunk-0123,meti-tarski,sat,0.02,20.406
exp-problem-10-3-weak-chunk-0124,meti-tarski,sat,0.018,20.406
exp-problem-10-3-weak-chunk-0125,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0126,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0127,meti-tarski,sat,0.017,20.406
exp-problem-10-3-weak-chunk-0128,meti-tarski,sat,0.019,20.535
exp-problem-10-3-weak-chunk-0129,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0130,meti-tarski,sat,0.014,20.406
exp-problem-10-3-weak-chunk-0131,meti-tarski,unsat,0.013,20.406
exp-problem-10-3-weak-chunk-0132,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0133,meti-tarski,sat,0.014,20.406
exp-problem-10-3-weak-chunk-0134,meti-tarski,sat,0.016,20.535
exp-problem-10-3-weak-chunk-0135,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0136,meti-tarski,unsat,0.014,20.461
exp-problem-10-3-weak-chunk-0137,meti-tarski,sat,0.037,20.59
exp-problem-10-3-weak-chunk-0138,meti-tarski,unsat,0.301,21.066
exp-problem-10-3-weak-chunk-0139,meti-tarski,sat,0.015,20.406
exp-problem-10-3-weak-chunk-0140,meti-tarski,sat,0.013,20.406
exp-problem-10-3-weak-chunk-0141,meti-tarski,sat,0.019,20.406
exp-problem-10-3-weak-chunk-0142,meti-tarski,sat,0.018,20.406
exp-problem-10-3-weak-chunk-0143,meti-tarski,sat,0.01,20.406
exp-problem-10-3-weak-chunk-0144,meti-tarski,sat,0.009,20.406
exp-problem-10-3-weak-chunk-0145,meti-tarski,sat,0.013,20.406
exp-problem-10-3-weak-chunk-0146,meti-tarski,sat,0.013,20.406
exp-problem-10-3-weak-chunk-0147,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0148,meti-tarski,sat,0.01,20.406
exp-problem-10-3-weak-chunk-0149,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0150,meti-tarski,sat,0.016,20.406
exp-problem-10-3-weak-chunk-0151,meti-tarski,unsat,0.02,20.406
exp-problem-10-3-weak-chunk-0152,meti-tarski,sat,0.011,20.406
exp-problem-10-3-weak-chunk-0153,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0154,meti-tarski,sat,0.011,20.406
exp-problem-10-3-weak-chunk-0155,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0156,meti-tarski,sat,0.012,20.406
exp-problem-10-3-weak-chunk-0157,meti-tarski,unsat,0.014,20.406
exp-problem-10-3-weak-chunk-0158,meti-tarski,sat,0.008,20.406
exp-problem-10-3-weak-chunk-0159,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0160,meti-tarski,sat,0.018,20.406
exp-problem-10-3-weak-chunk-0161,meti-tarski,sat,0.018,20.406
exp-problem-10-3-weak-chunk-0162,meti-tarski,sat,0.009,20.406
exp-problem-10-3-weak-chunk-0163,meti-tarski,unsat,0.014,20.406
exp-problem-10-3-weak-chunk-0164,meti-tarski,sat,0.012,20.406
exp-problem-10-3-weak-chunk-0165,meti-tarski,unsat,0.015,20.406
exp-problem-10-3-weak-chunk-0166,meti-tarski,sat,0.013,20.406
exp-problem-10-3-weak-chunk-0167,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0168,meti-tarski,sat,0.015,20.406
exp-problem-10-3-weak-chunk-0169,meti-tarski,unsat,0.014,20.406
exp-problem-10-3-weak-chunk-0170,meti-tarski,sat,0.017,20.406
exp-problem-10-3-weak-chunk-0171,meti-tarski,unsat,0.01,20.406
exp-problem-10-3-weak-chunk-0172,meti-tarski,sat,0.009,20.406
exp-problem-10-3-weak-chunk-0173,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0174,meti-tarski,sat,0.018,20.406
exp-problem-10-3-weak-chunk-0175,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0176,meti-tarski,sat,0.012,20.406
exp-problem-10-3-weak-chunk-0177,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0178,meti-tarski,sat,0.013,20.406
exp-problem-10-3-weak-chunk-0179,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0180,meti-tarski,sat,0.009,20.406
exp-problem-10-3-weak-chunk-0181,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0182,meti-tarski,sat,0.012,20.406
exp-problem-10-3-weak-chunk-0183,meti-tarski,unsat,0.009,20.406
exp-problem-10-3-weak-chunk-0184,meti-tarski,unsat,0.012,20.406
exp-problem-10-3-weak-chunk-0185,meti-tarski,sat,0.014,20.445
exp-problem-10-3-weak-chunk-0186,meti-tarski,unsat,0.013,20.445
exp-problem-10-3-weak-chunk-0187,meti-tarski,sat,0.014,20.445
exp-problem-10-3-weak-chunk-0188,meti-tarski,unsat,0.017,20.445
exp-problem-10-3-weak-chunk-0189,meti-tarski,unsat,0.01,20.445
exp-problem-10-3-weak-chunk-0190,meti-tarski,sat,0.014,20.445
exp-problem-10-3-weak-chunk-0191,meti-tarski,sat,0.02,20.445
exp-problem-10-3-weak-chunk-0192,meti-tarski,unsat,0.009,20.445
exp-problem-10-3-weak-chunk-0193,meti-tarski,unsat,0.01,20.445
exp-problem-10-3-weak-chunk-0194,meti-tarski,unsat,0.01,20.449
exp-problem-10-3-weak-chunk-0195,meti-tarski,sat,0.017,20.449
exp-problem-10-3-weak-chunk-0196,meti-tarski,sat,0.014,20.449
exp-problem-10-3-weak-chunk-0197,meti-tarski,unsat,0.013,20.449
exp-problem-10-3-weak-chunk-0198,meti-tarski,sat,0.022,20.578
exp-problem-10-3-weak-chunk-0199,meti-tarski,unsat,0.012,20.449
exp-problem-10-3-weak-chunk-0201,meti-tarski,sat,0.013,20.449
exp-problem-10-3-weak-chunk-0202,meti-tarski,sat,0.014,20.449
exp-problem-10-3-weak-chunk-0204,meti-tarski,unsat,0.013,20.449
exp-problem-10-3-weak-chunk-0205,meti-tarski,unsat,0.011,20.449
exp-problem-10-3-weak-chunk-0207,meti-tarski,sat,0.015,20.449
exp-problem-10-3-weak-chunk-0211,meti-tarski,sat,0.014,20.449
exp-problem-10-3-weak-chunk-0212,meti-tarski,sat,0.013,20.445
exp-problem-10-3-weak-chunk-0213,meti-tarski,unsat,0.013,20.445
exp-problem-10-3-weak-chunk-0214,meti-tarski,sat,0.016,20.445
exp-problem-10-3-weak-chunk-0215,meti-tarski,unsat,0.012,20.449
exp-problem-10-3-weak-chunk-0216,meti-tarski,unsat,0.015,20.449
exp-problem-10-3-weak-chunk-0218,meti-tarski,unsat,0.011,20.449
exp-problem-10-3-weak-chunk-0219,meti-tarski,sat,0.013,20.449
exp-problem-10-3-weak-chunk-0220,meti-tarski,sat,0.043,20.691
exp-problem-10-3-weak-chunk-0221,meti-tarski,unsat,0.013,20.449
exp-problem-10-3-weak-chunk-0222,meti-tarski,sat,0.014,20.449
exp-problem-10-3-weak-chunk-0223,meti-tarski,unsat,0.012,20.449
exp-problem-10-3-weak-chunk-0224,meti-tarski,sat,0.01,20.449
exp-problem-10-3-weak-chunk-0225,meti-tarski,sat,0.037,20.691
exp-problem-10-3-weak-chunk-0226,meti-tarski,unsat,0.01,20.449
exp-problem-10-3-weak-chunk-0227,meti-tarski,sat,0.035,20.633
exp-problem-10-3-weak-chunk-0230,meti-tarski,unsat,0.021,20.484
exp-problem-10-3-weak-chunk-0231,meti-tarski,sat,0.169,20.742
exp-problem-10-3-weak-chunk-0232,meti-tarski,unsat,4.266,23.437
exp-problem-10-3-weak-chunk-0233,meti-tarski,unsat,0.013,20.406
heartdipole-chunk-0047,meti-tarski,sat,0.013,20.406
log-fun-ineq-g-chunk-0030,meti-tarski,unsat,0.009,20.406
log-fun-ineq-g-chunk-0032,meti-tarski,sat,0.012,20.406
log-fun-ineq-g-chunk-0033,meti-tarski,unsat,0.012,20.406
log-fun-ineq-g-chunk-0034,meti-tarski,sat,0.012,20.406
log-fun-ineq-g-chunk-0035,meti-tarski,unsat,0.012,20.406
log-fun-ineq-g-chunk-0036,meti-tarski,unsat,0.016,20.406
Lyapunov1a-chunk-0002,meti-tarski,sat,0.016,20.406
Lyapunov1a-chunk-0003,meti-tarski,sat,0.017,20.406
Lyapunov1a-chunk-0004,meti-tarski,sat,0.017,20.406
Lyapunov1a-chunk-0005,meti-tarski,sat,0.018,20.406
Lyapunov1a-chunk-0006,meti-tarski,unsat,0.054,20.535
Lyapunov1a-chunk-0007,meti-tarski,sat,0.012,20.406
Lyapunov1a-chunk-0008,meti-tarski,sat,0.013,20.406
Lyapunov1a-chunk-0009,meti-tarski,sat,0.02,20.406
Lyapunov1a-chunk-0010,meti-tarski,sat,0.017,20.406
Lyapunov1a-chunk-0011,meti-tarski,sat,0.012,20.406
Lyapunov1a-chunk-0012,meti-tarski,sat,0.019,20.406
Lyapunov1a-chunk-0013,meti-tarski,sat,0.012,20.406
Lyapunov1a-chunk-0014,meti-tarski,sat,0.01,20.406
Lyapunov1a-chunk-0015,meti-tarski,sat,0.018,20.406
Lyapunov1a-chunk-0016,meti-tarski,sat,0.014,20.406
Lyapunov1a-chunk-0017,meti-tarski,sat,0.012,20.406
Lyapunov1a-chunk-0018,meti-tarski,sat,0.015,20.406
Lyapunov1a-chunk-0019,meti-tarski,sat,0.012,20.406
Lyapunov1a-chunk-0020,meti-tarski,sat,0.012,20.406
Lyapunov1a-chunk-0021,meti-tarski,sat,0.01,20.406
Lyapunov1a-chunk-0022,meti-tarski,unsat,0.009,20.406
Lyapunov1a-chunk-0023,meti-tarski,unsat,0.013,20.406
Lyapunov1a-chunk-0024,meti-tarski,sat,0.009,20.406
Lyapunov1a-chunk-0025,meti-tarski,sat,0.012,20.406
Lyapunov1a-chunk-0026,meti-tarski,unsat,0.017,20.406
Lyapunov1a-chunk-0027,meti-tarski,sat,0.01,20.406
Lyapunov1a-chunk-0028,meti-tarski,unsat,0.022,20.406
Lyapunov1a-chunk-0029,meti-tarski,sat,0.012,20.406
Lyapunov1a-chunk-0031,meti-tarski,sat,0.02,20.406
Lyapunov1a-chunk-0032,meti-tarski,sat,0.013,20.406
Lyapunov1a-chunk-0033,meti-tarski,unsat,0.016,20.406
Lyapunov1a-chunk-0034,meti-tarski,sat,0.013,20.406
Lyapunov1a-chunk-0035,meti-tarski,sat,0.021,20.406
Lyapunov1a-chunk-0036,meti-tarski,sat,0.025,20.406
Lyapunov1a-chunk-0037,meti-tarski,unsat,0.014,20.406
Lyapunov1a-chunk-0038,meti-tarski,unsat,0.009,20.406
Lyapunov1a-chunk-0039,meti-tarski,sat,0.016,20.406
Lyapunov1a-chunk-0040,meti-tarski,unsat,0.001,5.855
Lyapunov1a-chunk-0041,meti-tarski,unsat,0.01,20.406
Lyapunov1a-chunk-0042,meti-tarski,sat,0.01,20.406
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0010,meti-tarski,sat,0.013,20.445
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0011,meti-tarski,sat,0.009,20.445
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0012,meti-tarski,sat,0.017,20.445
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0013,meti-tarski,sat,0.014,20.445
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0016,meti-tarski,sat,0.013,20.445
